mic_id,country_name,country_iso2,country_iso3,country_group,mic_name_official,mic_acronym,mic_type,mic_subtype,channel,mic_owner_institution,mic_owner_type,status_active,start_year,last_verified_date,ipc_category_primary_code,ipc_category_primary_label,ipc_category_secondary_codes,ipc_category_secondary_labels,ipc_codes_all,ipc_coverage_count,dim_env,dim_soc,dim_eco,legal_basis_exists,instrument_type,legal_basis_title,legal_basis_year,responsible_authority,obligation_level,verification_model,third_party_required,accreditation_required,public_registry,enforcement_body,sanctions_exist,sanctions_type_text,transparency_level,comparability_support,access_cost,access_requirements,language_available,update_frequency_text,source_id_primary,source_type_primary,source_url_primary,source_id_secondary,source_type_secondary,source_url_secondary,evidence_quality_note,data_gaps_declared,gaps_text,risk_flags,notes_scope,transferability_notes,Rank_global,Rank_country,Score_total_adj,Score_total_min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,W_C1,W_C2,W_C3,W_C4,W_C5,W_C6,W_C7,W_C8,W_C9,W_C10,dataset_product,dataset_version,scoring_version,ranking_version,data_cutoff,attributes_eco,attributes_env,attributes_soc,audit_frequency,claim_type,enforcement_level,last_update_year,mapping_rule_applied,mca_core_blockers,mca_core_ready,mca_full_blockers,mca_full_ready,mca_min_blockers,mca_min_ready,policy_link_text,product_scope_text,target_user,longevity_years,longevity_bucket
MIC-MX-009,Mexico,MX,MEX,AL_comparable,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-MX-009,Sitio oficial,https://www.oeko-tex.com/en/,SRC-MX-009-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,20,10.0,1.266666666666667,0.3800000000000001,,,,3,0.0,,,1,,,,,,0.3,0.0,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-MX-010,Mexico,MX,MEX,AL_comparable,B Corp Certification,,certificacion,ND,digital,B Lab Global,privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,Sí,Sí,no,estandar,,,B Lab Global,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-MX-010,Sitio oficial,https://www.bcorporation.net/,SRC-MX-010-2,Directorio oficial (B Lab; Find a B Corp; filtro país),https://www.bcorporation.net/en-us/find-a-b-corp/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante directorio oficial de Empresas B certificadas (consulta con filtro por país).,ND,ND,ND,ND,ND,16,3.0,1.8,0.54,,,,3,0.0,,,3,,,,,,0.3,0.0,,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Empresas; desempeño social, ambiental y gobernanza (no producto específico)",Consumidor,,ND
MIC-NL-001,Netherlands,NL,NLD,OCDE_UE,Milieukeur,,ecoetiqueta,ND,digital,Stichting Milieukeur (SMK),publico,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,No,No,si,programa,,,Stichting Milieukeur (SMK),ND,tercera_parte,Sí,ND,Sí,Stichting Milieukeur (SMK); supervisión de acreditación: Dutch Accreditation Council (RvA),,ND,Alta,Media,Sin costo (acceso público),Etiqueta en producto/servicio certificado; criterios y titulares publicados por el esquema,Neerlandés; Inglés,Actualización periódica de criterios por el esquema (periodicidad específica: ND),SRC-NL-001,Sitio oficial,https://www.smk.nl/en/milieukeur/,,,,ND,ND,ND,ND,ND,ND,6,2.0,2.6,1.04,,,,3,3.0,3.0,,1,,,,,,0.3,0.36,0.3,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Eco-label,mixto,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Productos agrícolas, alimentos y otras categorías con criterios ambientales",Consumidor,,ND
MIC-NL-002,Netherlands,NL,NLD,OCDE_UE,Cradle to Cradle Certified®,,certificacion,ND,digital,Cradle to Cradle Products Innovation Institute,privado,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,Sí,No,no,estandar,,,Cradle to Cradle Products Innovation Institute,ND,tercera_parte,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-NL-002,Sitio oficial,https://www.c2ccertified.org/,SRC-NL-002-2,Registro oficial (Cradle to Cradle Certified Product Registry),https://www.c2ccertified.org/products,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Aplicación país verificada mediante registro oficial de productos certificados (requiere filtro/consulta por marca/mercado cuando aplique).,ND,ND,ND,ND,ND,4,1.0,2.733333333333334,0.8200000000000001,,,,3,3.0,,,2,,,,,,0.3,0.36,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos con evaluación de circularidad/materiales/energía/agua/equidad social,Consumidor,,ND
MIC-NL-003,Netherlands,NL,NLD,OCDE_UE,EU Ecolabel,,ecoetiqueta,ND,digital,European Commission,publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,reglamento,,,European Commission,ND,mixto,Sí,ND,Sí,Competent Body en Países Bajos: SMK (en nombre del Gobierno),,ND,Alta,Media,Sin costo (acceso público),Etiqueta en producto/servicio con licencia EU Ecolabel; criterios públicos UE,Neerlandés; Inglés,Actualización periódica de criterios por la Comisión Europea y órganos competentes (periodicidad específica: ND),SRC-NL-003,Sitio oficial,https://environment.ec.europa.eu/topics/circular-economy/eu-ecolabel-home_en,SRC-NL-003-2,Sitio oficial (Comisión Europea; EU Ecolabel),https://environment.ec.europa.eu/topics/circular-economy/eu-ecolabel_en,ND | Aplicación país verificada por pertenencia al marco UE y por autoridad competente nacional (requiere evidencia nacional complementaria en P3).,ND,ND,ND,ND,ND,6,2.0,2.6,1.04,,,,3,3.0,3.0,,1,,,,,,0.3,0.36,0.3,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Eco-label,mixto,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos/servicios con criterios ambientales basados en ciclo de vida por categoría,Consumidor,,ND
MIC-NL-004,Netherlands,NL,NLD,OCDE_UE,EU Energy Label / EPREL,,etiqueta,ND,digital,European Commission (EPREL),publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,reglamento,,,European Commission (EPREL),ND,mixto,No,ND,Sí,EPREL: Comisión Europea; etiquetado en edificios: Inspectie Leefomgeving en Transport (ILT); vigilancia de mercado de productos: autoridad nacional (ND en fuentes revisadas),,ND,Alta,Alta,Sin costo (acceso público),Etiqueta energética en el punto de venta y ficha en base EPREL para modelos,Multilingüe UE (incluye Inglés); disponibilidad en neerlandés: ND,Actualización continua en EPREL; cambios de clases/etiquetas por normativa UE según familia de producto,SRC-NL-004,Sitio oficial,https://eprel.ec.europa.eu/screen/home,SRC-NL-004-2,Registro oficial (EPREL; Etiquetado energético UE),https://eprel.ec.europa.eu/,ND | Aplicación país verificada por marco UE; evidencia nacional complementaria (autoridad competente/guías) se incorpora en P3 según categoría.,ND,ND,ND,ND,ND,14,5.0,2.1,0.84,,,,1,3.0,3.0,,1,,,,,,0.1,0.36,0.3,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Electrodomésticos y productos relacionados con energía; eficiencia energética,Consumidor,,ND
MIC-NL-005,Netherlands,NL,NLD,OCDE_UE,EU Organic Logo,,etiqueta,ND,digital,European Commission,publico,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,No,No,si,reglamento,,,European Commission,ND,mixto,Sí,ND,Sí,Organismo de control en Países Bajos: Skal Biocontrole (designado por el Gobierno neerlandés),,ND,Alta,Media,Sin costo (acceso público),Uso del logo en productos certificados bajo normativa UE; control/certificación por organismo autorizado,Neerlandés; Inglés,Requisitos definidos por Reglamento UE; control periódico por organismo de control (periodicidad específica: ND),SRC-NL-005,Sitio oficial,https://agriculture.ec.europa.eu/farming/organic-farming/organic-logo_en,SRC-NL-005-2,Sitio oficial (UE; logo orgánico),https://agriculture.ec.europa.eu/farming/organic-farming/organic-logo_en,ND | Aplicación país verificada por marco UE; evidencia nacional complementaria (autoridad/controles) se incorpora en P3.,ND,ND,ND,ND,ND,6,2.0,2.6,1.04,,,,3,3.0,3.0,,1,,,,,,0.3,0.36,0.3,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos orgánicos conforme a normativa de agricultura ecológica,Consumidor,,ND
MIC-NL-006,Netherlands,NL,NLD,OCDE_UE,FSC Forest Stewardship Council,,certificacion,ND,digital,Forest Stewardship Council (FSC),privado,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,Sí,No,no,estandar,,,Forest Stewardship Council (FSC),ND,tercera_parte,Sí,ND,No,FSC International; certificación por entidades de tercera parte acreditadas (FSC local team en Países Bajos: ND en fuentes revisadas),,ND,Alta,Media,Sin costo (acceso público),Sello en productos con certificación FSC; trazabilidad mediante cadena de custodia,Inglés; neerlandés (FSC Nederland: ND),Estándares FSC actualizados periódicamente (periodicidad específica: ND),SRC-NL-006,Sitio oficial,https://fsc.org/en,SRC-NL-006-2,"Sitio oficial (FSC, presencia país / oficina local)",https://www.fsc.nl/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante sitio oficial FSC del país (oficina/red local).,ND,ND,ND,ND,ND,15,6.0,1.9,0.7600000000000001,,,,3,0.0,3.0,,2,,,,,,0.3,0.0,0.3,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Madera, papel y productos forestales; cadena de custodia",Consumidor,,ND
MIC-NL-007,Netherlands,NL,NLD,OCDE_UE,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,Marine Stewardship Council (MSC); certificación por entidades de tercera parte autorizadas (evidencia país: adopción en retail neerlandés),,ND,Alta,Media,Sin costo (acceso público),Sello en productos del mar certificados; uso sujeto a certificación y licencia,Inglés; neerlandés (sitio MSC Nederland),Estándares MSC actualizados periódicamente; reportes/indicadores por país (periodicidad específica: ND),SRC-NL-007,Sitio oficial,https://www.msc.org/,SRC-NL-007-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,15,6.0,1.9,0.7600000000000001,,,,3,0.0,3.0,,2,,,,,,0.3,0.0,0.3,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-NL-008,Netherlands,NL,NLD,OCDE_UE,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,Fairtrade International; certificación por organismos autorizados,,ND,Alta,Media,Sin costo (acceso público),Sello en productos con certificación Fairtrade; uso sujeto a licencia del esquema,Inglés; neerlandés (Fairtrade Nederland: ND),Estándares actualizados periódicamente (periodicidad específica: ND),SRC-NL-008,Sitio oficial,https://www.fairtrade.net/,SRC-NL-008-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtrade.nl/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,15,6.0,1.9,0.7600000000000001,,,,3,0.0,3.0,,2,,,,,,0.3,0.0,0.3,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-NL-009,Netherlands,NL,NLD,OCDE_UE,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,Rainforest Alliance; certificación/auditoría por organismos autorizados,,ND,Alta,Media,Sin costo (acceso público),Sello en productos/cadenas certificadas; verificaciones de cumplimiento por el esquema,Inglés; neerlandés (RA Netherlands: ND),Estándares actualizados periódicamente (periodicidad específica: ND),SRC-NL-009,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/nesquik/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,15,6.0,1.9,0.7600000000000001,,,,3,0.0,3.0,,2,,,,,,0.3,0.0,0.3,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-NL-010,Netherlands,NL,NLD,OCDE_UE,OEKO-TEX Standard 100,,certificacion,ND,digital,OEKO-TEX Association,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,Sí,No,No,no,estandar,,,OEKO-TEX Association,ND,tercera_parte,Sí,ND,No,OEKO-TEX Association; certificación por institutos miembros,,ND,Alta,Media,Sin costo (acceso público),Etiqueta en productos textiles certificados; verificación por institutos OEKO-TEX,Inglés; neerlandés (ND),Criterios actualizados anualmente (según esquema OEKO-TEX; verificación específica: ND en fuentes revisadas),SRC-NL-010,Sitio oficial,https://www.oeko-tex.com/en/,SRC-NL-010-2,Sitio oficial (OEKO‑TEX; red de institutos/oficinas),https://www.oeko-tex.com/en/our-institutes/offices,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante red oficial de institutos/oficinas OEKO‑TEX (referencia a representación regional y/o socios nacionales).,ND,ND,ND,ND,ND,17,10.0,1.7,0.68,,,,3,0.0,3.0,,1,,,,,,0.3,0.0,0.3,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Textiles y materiales en contacto con piel; sustancias nocivas,Consumidor,,ND
MIC-SE-001,Sweden,SE,SWE,OCDE_UE,Nordic Swan Ecolabel,,ecoetiqueta,ND,digital,Nordic Ecolabelling,publico,activo,ND,2025-12-18,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,programa,,,Nordic Ecolabelling,ND,tercera_parte,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-SE-001,Sitio oficial,https://www.nordic-swan-ecolabel.org/,,,https://www.svanen.se/en/,ND,ND,ND,ND,ND,ND,9,2.0,2.466666666666667,0.74,,,,3,3.0,,,1,,,,,,0.3,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Eco-label,mixto,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos/servicios con criterios ambientales por categoría (países nórdicos),Consumidor,,ND
MIC-SE-002,Sweden,SE,SWE,OCDE_UE,KRAV,,certificacion,ND,digital,KRAV AB,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,KRAV AB,ND,tercera_parte,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-SE-002,Sitio oficial,https://www.krav.se/en/,,,,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3.,ND,ND,ND,ND,ND,4,1.0,2.733333333333334,0.8200000000000001,,,,3,3.0,,,2,,,,,,0.3,0.36,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos orgánicos y sostenibles; criterios ambientales y bienestar animal,Consumidor,,ND
MIC-SE-003,Sweden,SE,SWE,OCDE_UE,EU Ecolabel,,ecoetiqueta,ND,digital,European Commission,publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,reglamento,,,European Commission,ND,mixto,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-SE-003,Sitio oficial,https://environment.ec.europa.eu/topics/circular-economy/eu-ecolabel-home_en,SRC-SE-003-2,Sitio oficial (Comisión Europea; EU Ecolabel),https://environment.ec.europa.eu/topics/circular-economy/eu-ecolabel_en,ND | Aplicación país verificada por pertenencia al marco UE y por autoridad competente nacional (requiere evidencia nacional complementaria en P3).,ND,ND,ND,ND,ND,9,2.0,2.466666666666667,0.74,,,,3,3.0,,,1,,,,,,0.3,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Eco-label,mixto,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos/servicios con criterios ambientales basados en ciclo de vida por categoría,Consumidor,,ND
MIC-SE-004,Sweden,SE,SWE,OCDE_UE,EU Energy Label / EPREL,,etiqueta,ND,digital,European Commission (EPREL),publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,reglamento,,,European Commission (EPREL),ND,mixto,No,ND,Sí,,,ND,,,ND,,ND,,SRC-SE-004,Sitio oficial,https://eprel.ec.europa.eu/screen/home,SRC-SE-004-2,Registro oficial (EPREL; Etiquetado energético UE),https://eprel.ec.europa.eu/,ND | Aplicación país verificada por marco UE; evidencia nacional complementaria (autoridad competente/guías) se incorpora en P3 según categoría.,ND,ND,ND,ND,ND,16,5.0,1.8,0.5399999999999999,,,,1,3.0,,,1,,,,,,0.1,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Electrodomésticos y productos relacionados con energía; eficiencia energética,Consumidor,,ND
MIC-SE-005,Sweden,SE,SWE,OCDE_UE,EU Organic Logo,,etiqueta,ND,digital,European Commission,publico,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,No,No,si,reglamento,,,European Commission,ND,mixto,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-SE-005,Sitio oficial,https://agriculture.ec.europa.eu/farming/organic-farming/organic-logo_en,SRC-SE-005-2,Sitio oficial (UE; logo orgánico),https://agriculture.ec.europa.eu/farming/organic-farming/organic-logo_en,ND | Aplicación país verificada por marco UE; evidencia nacional complementaria (autoridad/controles) se incorpora en P3.,ND,ND,ND,ND,ND,9,2.0,2.466666666666667,0.74,,,,3,3.0,,,1,,,,,,0.3,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos orgánicos conforme a normativa de agricultura ecológica,Consumidor,,ND
MIC-SE-006,Sweden,SE,SWE,OCDE_UE,FSC Forest Stewardship Council,,certificacion,ND,digital,Forest Stewardship Council (FSC),privado,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,Sí,No,no,estandar,,,Forest Stewardship Council (FSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-SE-006,Sitio oficial,https://fsc.org/en,SRC-SE-006-2,"Sitio oficial (FSC, presencia país / oficina local)",https://se.fsc.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante sitio oficial FSC del país (oficina/red local).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Madera, papel y productos forestales; cadena de custodia",Consumidor,,ND
MIC-SE-007,Sweden,SE,SWE,OCDE_UE,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-SE-007,Sitio oficial,https://www.msc.org/,SRC-SE-007-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-SE-008,Sweden,SE,SWE,OCDE_UE,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-SE-008,Sitio oficial,https://www.fairtrade.net/,SRC-SE-008-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://www.fairtrade.se/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-SE-009,Sweden,SE,SWE,OCDE_UE,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-SE-009,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/nesquik/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
